place,esite,etype,area,location,id,email,site,bu,type
Nhà xe gắn máy,,,,Nhà xe gắn máy,HONC-FE-FE-HS-01-B-42-C-17,tan.ton@siamcitycement.com,honc,vn,extinguisher
Villa 1- 8,,,,Villa 1- 8,HONC-FE-FE-HE-07-B-03,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 3,,,,Terrace 3,HONC-FE-FE-HE-06-B-23-24,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 1,,,,Terrace 1,HONC-FE-FE-HE-04-B-36,tan.ton@siamcitycement.com,honc,vn,extinguisher
Phòng vận hành Stacker,,,,Phòng vận hành Stacker,HONC-FE-FE-QRY-RMP-03-B-01-02,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Cửa trước phòng hậu cần,,,,Cửa trước phòng hậu cần,HONC-FE-FES-AD-02,trang.hong.le@siamcitycement.com,honc,vn,extinguisher
Cửa sau phòng hậu cần,,,,Cửa sau phòng hậu cần,HONC-FE-FES-AD-04,trang.hong.le@siamcitycement.com,honc,vn,extinguisher
Cửa trước kho pallet,,,,Cửa trước kho pallet,HONC-FE-FES-PL-06,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-08,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa sau kho pallet,,,,Cửa sau kho pallet,HONC-FE-FES-PL-23,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong cảng xuất hàng,,,,Cửa hong cảng xuất hàng,HONC-FE-FES-PL-28,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Văn Phòng Kho Cao Su,,,,Văn Phòng Kho Cao Su,HONC-FE-FE-ECO-NHZ-C-03-04,huan.tran@siamcitycement.com,honc,vn,extinguisher
Cầu Thang Tầng 6,,,,Cầu Thang Tầng 6,HONC-FE-FEcli-01,thai.truong@siamcitycement.com,honc,vn,extinguisher
Cầu thang Tầng 5,,,,Cầu thang Tầng 5,HONC-FE-FEcli-05,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng Trệt Điểm Đậu Xe,,,,Tầng Trệt Điểm Đậu Xe,HONC-FE-FEcem-15,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-61,thai.truong@siamcitycement.com,honc,vn,extinguisher
Phòng vận hành LCR,,,,Phòng vận hành LCR,HONC-FE-FEwhr-42,thai.truong@siamcitycement.com,honc,vn,extinguisher
Phòng vận hành LCR,,,,Phòng vận hành LCR,HONC-FE-FEwhr-47,thai.truong@siamcitycement.com,honc,vn,extinguisher
Sub L-1,,,,Sub L-1,HONC-FE-FE-ELEC-B1-85-86-87,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm điện B1,,,,Substation B1,HONC-FE-FE-ELEC-C1-85-86-87,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm ATS,,,,Trạm ATS,HONC-FE-FE-ATS-B-01-2,hung.thai@siamcitycement.com,honc,vn,extinguisher
Kho 3,,,,Kho 3,HONC-FE-FE-ATS-03,thai.truong@siamcitycement.com,honc,vn,extinguisher
Băng tải tách kim loại,,,,(hướng núi),HONC-FE-FE-ATS-08,thai.truong@siamcitycement.com,honc,vn,extinguisher
Máy hút trấu,,,,Máy hút trấu,HONC-FE-ECO-LOG-FEX-19-20,huan.tran@siamcitycement.com,honc,vn,extinguisher
Tầng trệt khu vực,,,,Shiploader,HONC-FE-FEpkp-04-05-06,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Hz-Liquid Storage,,,,Hz-Liquid Storage,HONC-FE-GEO-HZ-FEX-005,huan.tran@siamcitycement.com,honc,vn,extinguisher
Hz-Storage 10x60,,,,Hz-Storage 10x60,HONC-FE-GEO-HZ-FEX-016,huan.tran@siamcitycement.com,honc,vn,extinguisher
Phòng Bôi Trơn,,,,Phòng Bôi Trơn,HONC-FE-PM-FEO-140-141,chinh.chim@siamcitycement.com,honc,vn,extinguisher
Phòng điện Palletizer 1,,,,Phòng điện Palletizer 1,HONC-FE-EM-PALLETIZER-1,hung.thai@siamcitycement.com,honc,vn,extinguisher
Xưởng cơ khí ,,,,xưởng chính  tolet,HONC-MM-WS-FEB-23-24,s.le@siamcitycement.com,honc,vn,extinguisher
Trạm điện 51,,,,Trạm điện 51,HONC-FE-ELEC-51-13,hung.thai@siamcitycement.com,honc,vn,extinguisher
Khu Hành Chính,,,,Khu Hành Chính,HONC-FE-FE-HS-01-C-02-B-02,thao.duong@siamcitycement.com,honc,vn,extinguisher
Khu Hành Chính,,,,Khu Hành Chính,HONC-FE-FE-HS-01-C-04-B-04,thao.duong@siamcitycement.com,honc,vn,extinguisher
"Nhà Tắm_Trạm, Ytế",,,,"Nhà Tắm_Trạm, Ytế",HONC-FE-FE-HS-01-B-16-17,thao.duong@siamcitycement.com,honc,vn,extinguisher
Nhà xe gắn máy,,,,Nhà xe gắn máy,HONC-FE-FE-HS-01-B-26-27,tan.ton@siamcitycement.com,honc,vn,extinguisher
Nhà xe gắn máy,,,,Nhà xe gắn máy,HONC-FE-FE-HS-01-B-28-29,tan.ton@siamcitycement.com,honc,vn,extinguisher
CCR,,,,CCR,HONC-FE-FE-HS-01-B-38-39,thai.truong@siamcitycement.com,honc,vn,extinguisher
Villa 1- 8,,,,Villa 1- 8,HONC-FE-FE-HE-07-B-04,tan.ton@siamcitycement.com,honc,vn,extinguisher
Villa 1- 8,,,,Villa 1- 8,HONC-FE-FE-HE-07-B-05,tan.ton@siamcitycement.com,honc,vn,extinguisher
Block A 9,,,,Block A 9,HONC-FE-FE-HE-01-B-13-14,tan.ton@siamcitycement.com,honc,vn,extinguisher
Block B Block C,,,,Block B Block C,HONC-FE-FE-HE-02-B-15-16,tan.ton@siamcitycement.com,honc,vn,extinguisher
Block C4,,,,Block C4,HONC-FE-FE-HE-03-B-19-20,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 1,,,,Terrace 1,HONC-FE-FE-HE-04-B-32,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 2,,,,Terrace 2,HONC-FE-FE-HE-05-B-38,tan.ton@siamcitycement.com,honc,vn,extinguisher
Hộp để cửa phòng họp MB,,,,Hộp để cửa phòng họp MB,HONC-FE-FE-QRY-MEP-01-C-01-02,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Kho VLNCN,,,,Kho VLNCN,HONC-FE-FEqry-38-39,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Kho VLNCN,,,,Kho VLNCN,HONC-FE-FEqry-40,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Kho dụng cụ,,,,Kho dụng cụ,HONC-FE-FE-QRY-C-06-07,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-07,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa sau kho pallet,,,,Cửa sau kho pallet,HONC-FE-FES-PL-24,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa sau kho pallet,,,,Cửa sau kho pallet,HONC-FE-FES-PL-26,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Trạm bơm ,,,,chữa cháy kho cao su,HONC-FE-FE-ECO-NHZ-C-09-10,huan.tran@siamcitycement.com,honc,vn,extinguisher
Đầu băng tải silicon sàn 5,,,,Đầu băng tải silicon sàn 5,HONC-FE-FEcli-04,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trạm Điện J-2,,,,Trạm Điện J-2,HONC-FE-FEcem-07,thai.truong@siamcitycement.com,honc,vn,extinguisher
Máy Hút Trấu ,,,, Lên Máy Nghiền Clinker,HONC-FE-FEcem-12,thai.truong@siamcitycement.com,honc,vn,extinguisher
Kho Thạch Cao,,,,Kho Thạch Cao,HONC-FE-FEcem-14,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-21,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-31,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-35,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-44,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-45,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 1 tòa nhà turbine,,,,Tầng 1 tòa nhà turbine,HONC-FE-FEwhr-37,thai.truong@siamcitycement.com,honc,vn,extinguisher
"Xưởng Cơ
Khí .Cửa chính tolet",,,,"Xưởng Cơ
Khí .Cửa chính tolet",HONC-FE-FE-B-22,S.le@siamcitycement.com,honc,vn,extinguisher
Trạm điện 110kv,,,,Trạm điện 110kv,HONC-FE-FE-ELEC-110kv-73-79,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm điện J2,,,,Substation J2,HONC-FE-FE-ELEC-J2-13-14,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm điện J2,,,,Substation J2,HONC-FE-FE-ELEC-J2-04-05,hung.thai@siamcitycement.com,honc,vn,extinguisher
Máy phát Lò,,,,Kiln Generator,HONC-FE-FE-ELEC-GE-01-02,hung.thai@siamcitycement.com,honc,vn,extinguisher
Stacker than,,,,Stacker than,HONC-FE-FE-LST-B-01,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm 2-3,,,,Trạm 2-3,HONC-FE-FE-S23-B-01-2,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm 3-2,,,,Trạm 3-2,HONC-FE-FE-S32-B-01-02,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm 6-1,,,,Trạm 6-1,HONC-FE-FE-S61-B-01-02,hung.thai@siamcitycement.com,honc,vn,extinguisher
Tầng Trệt Chân,,,, Máy Nghiền Bột Sống,HONC-FE-FE-RM-02,thai.truong@siamcitycement.com,honc,vn,extinguisher
Pit 1,,,,Pit 1,HONC-FE-FE-ATS-01,thai.truong@siamcitycement.com,honc,vn,extinguisher
Pit 3,,,,Pit 3,HONC-FE-FE-ATS-02,thai.truong@siamcitycement.com,honc,vn,extinguisher
PTN Eco- P.Làm Việc,,,,PTN Eco- P.Làm Việc,HONC-FE-FE-ECO-Lab-11-C-03,huan.tran@siamcitycement.com,honc,vn,extinguisher
PTN Eco- Lồng khí,,,,PTN Eco- Lồng khí,HONC-FE-FE-ECO-Lab-11-C-10-11,huan.tran@siamcitycement.com,honc,vn,extinguisher
Xe nâng PKP,,,,Xe nâng PKP,HONC-FE-FEpkp-03,nhin.bui@siamcitycement.com,honc,vn,extinguisher
561_HG2 (Lò trấu 2),,,,561_HG2 (Lò trấu 2),HONC-FE-FE-561-HG2-01,thai.truong@siamcitycement.com,honc,vn,extinguisher
Hz-Storage 10x60,,,,Hz-Storage 10x60,HONC-FE-GEO-HZ-FEX-011,huan.tran@siamcitycement.com,honc,vn,extinguisher
Hz-Blending Storage,,,,Hz-Blending Storage,HONC-FE-GEO-HZ-FEX-017,huan.tran@siamcitycement.com,honc,vn,extinguisher
Xe Cạp ,,,, Hz-Hz-Shredder Storage,HONC-FE-GEO-HZ-FEX-025,huan.tran@siamcitycement.com,honc,vn,extinguisher
EVE workshop,,,,EVE workshop,HONC-FE-FE-EVE-WS-03-04,tien.phan@siamcitycement.com,honc,vn,extinguisher
Sever and Controller,,,,Sever and Controller,HONC-FE-FE-ELEC-CR-01-02-03-04,hung.thai@siamcitycement.com,honc,vn,extinguisher
"Xưởng cơ khí,xưởng hàn",,,,"Xưởng cơ khí,xưởng hàn",HONC-MM-WS-FEB-25-26,s.le@siamcitycement.com,honc,vn,extinguisher
Housing Estate,,,,Tram điện,HONC-FE-HE-10-B-55-B-56,tan.ton@siamcitycement.com,honc,vn,extinguisher
Hầm cáp 4-2,,,,Hầm cáp 4-2,HONC-FE-ELEC-42-04-05,hung.thai@siamcitycement.com,honc,vn,extinguisher
Khu Hành Chính,,,,Khu Hành Chính,HONC-FE-FE-HS-01-C-01-B-01,thao.duong@siamcitycement.com,honc,vn,extinguisher
Canteen,,,,Canteen,HONC-FE-FE-HS-01-C-12-B-12,tan.ton@siamcitycement.com,honc,vn,extinguisher
Nhà xe gắn máy,,,,Nhà xe gắn máy,HONC-FE-FE-HS-01-B-18-19,tan.ton@siamcitycement.com,honc,vn,extinguisher
Nhà xe gắn máy,,,,Nhà xe gắn máy,HONC-FE-FE-HS-01-B-20-21,tan.ton@siamcitycement.com,honc,vn,extinguisher
CCR,,,,CCR,HONC-FE-FE-HS-01-B-36-C-14,thai.truong@siamcitycement.com,honc,vn,extinguisher
Villa 1- 8,,,,Villa 1- 8,HONC-FE-FE-HE-07-B-01,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace,,,,Terrace,HONC-FE-FE-HE-05-B-41,tan.ton@siamcitycement.com,honc,vn,extinguisher
Tầng 4 nhà phân tích,,,,Tầng 4 nhà phân tích,HONC-FE-FE-QRY-RMP-05-B-01-02,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Cửa hong cảng xuất hàng,,,,Cửa hong cảng xuất hàng,HONC-FE-FES-PL-16,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-19,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-20,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-21,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-22,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong cảng xuất hàng,,,,Cửa hong cảng xuất hàng,HONC-FE-FES-PL-27,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong cảng xuất hàng,,,,Cửa hong cảng xuất hàng,HONC-FE-FES-PL-30,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Phía trên chổ Băng tải chia bao,,,,Phía trên chổ Băng tải chia bao,HONC-FE-FES-PL-33,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cầu Thang Tầng 4,,,,Cầu Thang Tầng 4,HONC-FE-FEcli-02,thai.truong@siamcitycement.com,honc,vn,extinguisher
Sàn Đuôi Lò ,,,, (Gần Bảng Thông Tin An Toàn),HONC-FE-FEcli-10,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trạm Điện 5-1 ,,,,(Hướng Nam),HONC-FE-FEcem-06,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trạm Khí Nén ,,,, Cạnh 2 Silo Xi Măng,HONC-FE-FEcem-08,thai.truong@siamcitycement.com,honc,vn,extinguisher
Cửa Trạm Khí Nén ,,,, Máy Nghiền Clinker Số 2,HONC-FE-FEcem-09,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-20,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt tòa nhà ,,,, Turbin và máy phát,HONC-FE-FEwhr-26,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 1 tòa nhà turbine,,,,Tầng 1 tòa nhà turbine,HONC-FE-FEwhr-38,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 2 tòa nhà,,,,Turbine và máy phát,HONC-FE-FEwhr-49,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 2 tòa nhà,,,,Turbine và máy phát,HONC-FE-FEwhr-50,thai.truong@siamcitycement.com,honc,vn,extinguisher
Phía sau và bên phải ,,,,cổng vào nhà xử lý nước,HONC-FE-FEwhr-14,thai.truong@siamcitycement.com,honc,vn,extinguisher
Gần pump Y81-PU1,,,,Gần pump Y81-PU1,HONC-FE-FEwhr-12,thai.truong@siamcitycement.com,honc,vn,extinguisher
Phòng lấy mẫu nước,,,,Phòng lấy mẫu nước,HONC-FE-FEwhr-95,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trạm điện 110kv,,,,Trạm điện 110kv,HONC-FE-FE-ELEC-110kv-41-72,hung.thai@siamcitycement.com,honc,vn,extinguisher
Góc Nhà Vòm ,,,, Hướng Tây Nam,HONC-FE-FE-CoS-02,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt,,,,Tầng trệt,HONC-FE-FE-CoM-01,thai.truong@siamcitycement.com,honc,vn,extinguisher
Sàn Tầng 2,,,,Sàn Tầng 2,HONC-FE-FE-CoM-03,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trước cửa kho Urê,,,,Trước cửa kho Urê,HONC-FE-FE-Ure-01,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trên AF 2/3,,,,Trên AF 2/3,HONC-FE-FE-ATS-10,thai.truong@siamcitycement.com,honc,vn,extinguisher
Chute AF 1/2,,,,Chute AF 1/2,HONC-FE-FE-ATS-11,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng trệt cửa kho bao Jumbo,,,,hướng Bình An,HONC-FE-FEpkp-15-16,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Tầng trệt khu vực,,,,trước cửa phòng bảo vệ,HONC-FE-FEpkp-27-28,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Hz-Liquid Storage,,,,Hz-Liquid Storage,HONC-FE-GEO-HZ-FEX-002,huan.tran@siamcitycement.com,honc,vn,extinguisher
EVE Classroom,,,,EVE Classroom,HONC-FE-FE-EVE-CR-06-07,tien.phan@siamcitycement.com,honc,vn,extinguisher
"Kho Dầu DO
Diesel Tank",,,,"Kho Dầu DO
Diesel Tank",HONC-FE-FE-QRY-DO-B01,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Trạm Điện ECO,,,,Trạm Điện ECO,HONC-EM-ECO-Power-Station-1,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm điện J1,,,,Trạm điện J1,HONC-FE-ELEC-J1-11,hung.thai@siamcitycement.com,honc,vn,extinguisher
Khu Hành Chính,,,,Khu Hành Chính,HONC-FE-FE-HS-01-C-08-B-08,thao.duong@siamcitycement.com,honc,vn,extinguisher
Trạm Bảo Vệ,,,,Trạm Bảo Vệ,HONC-FE-FE-HS-01-C-09-B-09,tan.ton@siamcitycement.com,honc,vn,extinguisher
Trạm Bảo Vệ cổng phụ C3,,,,Trạm Bảo Vệ cổng phụ C3,HONC-FE-FE-HS-01-B-30-C-12,tan.ton@siamcitycement.com,honc,vn,extinguisher
Block B Block C,,,,Block B Block C,HONC-FE-FE-HE-02-B-17-18,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 3,,,,Terrace 3,HONC-FE-FE-HE-06-B-27,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace1,,,,Terrace1,HONC-FE-FE-HE-04-B-29-31,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 1,,,,Terrace 1,HONC-FE-FE-HE-04-B-30,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 1,,,,Terrace 1,HONC-FE-FE-HE-04-B-31,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 1,,,,Terrace 1,HONC-FE-FE-HE-04-B-37,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace 2,,,,Terrace 2,HONC-FE-FE-HE-05-B-39,tan.ton@siamcitycement.com,honc,vn,extinguisher
Terrace,,,,Terrace,HONC-FE-FE-HE-05-B-45,tan.ton@siamcitycement.com,honc,vn,extinguisher
Máy nén khí,,,,Máy nén khí,HONC-FE-FE-QRY-AC-B-01,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Nhà nghiền đá vôi,,,,Nhà nghiền đá vôi,HONC-FE-FE-QRY-RMP-06-B-01-02,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Kho VLNCN,,,,Kho VLNCN,HONC-FE-FEqry-36-37,thang.trieu@siamcitycement.com,honc,vn,extinguisher
Cửa trước kho pallet,,,,Cửa trước kho pallet,HONC-FE-FES-PL-05,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-09,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong ra máy che,,,,Cửa hong ra máy che,HONC-FE-FES-PL-10,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cửa hong cảng xuất hàng,,,,Cửa hong cảng xuất hàng,HONC-FE-FES-PL-15,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Xe Nâng,,,,Xe Nâng,HONC-FE-FES-11,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Xe Nâng,,,,Xe Nâng,HONC-FE-FES-12,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Cầu Thang Tầng 2,,,,Cầu Thang Tầng 2,HONC-FE-FEcli-03,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng Trệt Bên Dưới Lò,,,,Tầng Trệt Bên Dưới Lò,HONC-FE-FEcli-06,thai.truong@siamcitycement.com,honc,vn,extinguisher
Kho Gạch,,,,Kho Gạch,HONC-FE-FEcli-07,thai.truong@siamcitycement.com,honc,vn,extinguisher
Trạm Điện 4-2 ,,,, (Sau Kho Gạch),HONC-FE-FEcli-08,thai.truong@siamcitycement.com,honc,vn,extinguisher
Sàn 1 ,,,,(Sau Máy Nghiền Clinker Số 2),HONC-FE-FEcem-03,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 1 Đối Diện ,,,,Cửa Văn Phòng Jetty,HONC-FE-FEcem-16,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 2 tòa nhà,,,,Turbine và máy phát,HONC-FE-FEwhr-33,thai.truong@siamcitycement.com,honc,vn,extinguisher
Tầng 1 Máy Đóng Bao Số 2,,,,Tầng 1 Máy Đóng Bao Số 2,HONC-FE-FEpkp-04,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Trạm điện 110kv,,,,Trạm điện 110kv,HONC-FE-FE-ELEC-110kv-74-84,hung.thai@siamcitycement.com,honc,vn,extinguisher
Sub 4-2,,,,Sub 4-2,HONC-FE-FE-ELEC-C1-01-B1-02,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm điện J1,,,,Substation J1,HONC-FE-FE-ELEC-J1-10-24,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm xuống cement,,,,ShipLoader,HONC-FE-FE-ELEC-LM-15,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm 3-1,,,,Trạm 3-1,HONC-FE-FE-S31-B-01-2,hung.thai@siamcitycement.com,honc,vn,extinguisher
Trạm 2-4,,,,Trạm 2-4,HONC-FE-FE-S24-B-01-2-3-4,hung.thai@siamcitycement.com,honc,vn,extinguisher
Tầng 2 Cầu Thang,,,,Tầng 2 Cầu Thang,HONC-FE-FE-RM-04,thai.truong@siamcitycement.com,honc,vn,extinguisher
"Phòng điều khiển
CCR PKP",,,,"Phòng điều khiển
CCR PKP",HONC-FE-FEpkp-01,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Tầng trệt khu vực,,,,Shiploader,HONC-FE-FEpkp-10-11,nhin.bui@siamcitycement.com,honc,vn,extinguisher
Hz-Liquid Storage,,,,Hz-Liquid Storage,HONC-FE-GEO-HZ-FEX-001,huan.tran@siamcitycement.com,honc,vn,extinguisher
Hz-Liquid Storage,,,,Hz-Liquid Storage,HONC-FE-GEO-HZ-FEX-003,huan.tran@siamcitycement.com,honc,vn,extinguisher
Hz-Storage 10x60,,,,Hz-Storage 10x60,HONC-FE-GEO-HZ-FEX-009,huan.tran@siamcitycement.com,honc,vn,extinguisher
Hz-Blending Storage,,,,Hz-Blending Storage,HONC-FE-GEO-HZ-FEX-019,huan.tran@siamcitycement.com,honc,vn,extinguisher
SÀN GẠT BÉC ĐỐT LÒ,,,,SÀN GẠT BÉC ĐỐT LÒ,HONC-FE-FE-CLI-14,thai.truong@siamcitycement.com,honc,vn,extinguisher
"Kho Dầu DO
Diesel Tank",,,,"Kho Dầu DO
Diesel Tank",HONC-FE-FE-QRY-DO-B02,thang.trieu@siamcitycement.com,honc,vn,extinguisher
"Xưởng cơ khí ,",,,,",cửa chính kho",HONC-MM-WS-FEB-21-22,s.le@siamcitycement.com,honc,vn,extinguisher
"Xưởng cơ khí ,cửa phụ kho điện",,,,"Xưởng cơ khí ,cửa phụ kho điện",HONC-MM-WS-FEB-27-28,s.le@siamcitycement.com,honc,vn,extinguisher
Hấm cáp L-1,,,,Hấm cáp L-1,HONC-FE-ELEC-L1-04-05,hung.thai@siamcitycement.com,honc,vn,extinguisher
test Place,,,,,CATL-firstaid-1,abc@gmail.com,catl,vn,firstaid
