place,department,kind,name,type,site,country,id,email,bu
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0015,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0018,hung.thai@siamcitycement.com,vn
Meeting Room 26,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0213,hung.thai@siamcitycement.com,vn
Phòng họp nhóm khai thác ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0049,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0071,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0077,hung.thai@siamcitycement.com,vn
Phòng vận hành trạm 110 KV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0001,hung.thai@siamcitycement.com,vn
Phòng vận hành trạm 110 KV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0003,hung.thai@siamcitycement.com,vn
phòng máy nén khí,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0002,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0007,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0011,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0040,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0188,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0189,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0205,hung.thai@siamcitycement.com,vn
Hành lang trên lầu 1,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0056,hung.thai@siamcitycement.com,vn
Phòng quản đốc mỏ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0060,hung.thai@siamcitycement.com,vn
Phòng quản đốc mỏ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0061,hung.thai@siamcitycement.com,vn
Phòng bán hàng (Sup- OLA),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0004,hung.thai@siamcitycement.com,vn
Phòng đăng tài,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0023,hung.thai@siamcitycement.com,vn
cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0026,hung.thai@siamcitycement.com,vn
Phòng bảo vệ cổng cảng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0001,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0038,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0041,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0042,hung.thai@siamcitycement.com,vn
Phòng nghỉ nhân viên,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0051,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0204,hung.thai@siamcitycement.com,vn
Phòng ăn khu vực cối,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0076,hung.thai@siamcitycement.com,vn
kho trạm 110 KV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0005,hung.thai@siamcitycement.com,vn
Phòng bán hàng (Sup- OLA),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0005,hung.thai@siamcitycement.com,vn
Phòng tiếp khách OLA,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0007,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0008,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0043,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0200,hung.thai@siamcitycement.com,vn
Phòng quản đốc mỏ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0062,hung.thai@siamcitycement.com,vn
Phòng tiếp khách OLA,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0006,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0012,hung.thai@siamcitycement.com,vn
cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0027,hung.thai@siamcitycement.com,vn
Phòng uống nước khu vực ATS,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0036,hung.thai@siamcitycement.com,vn
Container máy cắt cao su,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0053,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0202,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0203,hung.thai@siamcitycement.com,vn
Toilet lầu 1,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0058,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0069,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0070,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0079,hung.thai@siamcitycement.com,vn
Packing Office,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0001,hung.thai@siamcitycement.com,vn
Miếu OLA,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0019,hung.thai@siamcitycement.com,vn
cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0028,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0006,hung.thai@siamcitycement.com,vn
Phòng ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0023,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0028,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0032,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0190,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0196,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0201,hung.thai@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_13,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_17,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_02,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_10,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_11,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_12,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_01,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_03,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_04,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_06,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_07,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_08,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_14,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_15,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_19,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_05,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_09,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_16,vinh.truong@siamcitycement.com,vn
Văn phòng,MNF,Socket & Plug,Ổ cắm,electrical,catl,vietname,CATL-AD_18,vinh.truong@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-01,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-03,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-04,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-09,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-10,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-11,hung.thai@siamcitycement.com,vn
khu silo xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-13,hung.thai@siamcitycement.com,vn
khu kho thạch cao,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-16,hung.thai@siamcitycement.com,vn
khu nhà trung chuyển,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-19,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-06,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-07,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-08,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-15,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-16,hung.thai@siamcitycement.com,vn
khu vực SP boiler,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-20,hung.thai@siamcitycement.com,vn
Main workshop,Electrical,Tủ socket,,socket,honc,vietnam,HONC-Main-workshop-02,hung.thai@siamcitycement.com,vn
Main workshop,Electrical,Tủ socket,,socket,honc,vietnam,HONC-Main-workshop-05,hung.thai@siamcitycement.com,vn
Khu vực SP boiler,Electrical,Tủ socket,,socket,honc,vietnam,HONC-SP-Boiler-01,hung.thai@siamcitycement.com,vn
khu máy nghiền than,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-LP1-1N1-037,hung.thai@siamcitycement.com,vn
khu máy nghiền than,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-LP1-1N1-041,hung.thai@siamcitycement.com,vn
Sockets Kế máy nghiền RM,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-051,hung.thai@siamcitycement.com,vn
Sockets center in cyclon,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-042-1,hung.thai@siamcitycement.com,vn
Sockets center in cyclon,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-042-2,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 4 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-048-7,hung.thai@siamcitycement.com,vn
Socket 1P bệ 2,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-042-SO-W21,hung.thai@siamcitycement.com,vn
Socket 3P - Cooler hướng Ba Hòn,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049,hung.thai@siamcitycement.com,vn
Socket 1P máy phát điện lò,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-SO-013-W21,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-083,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-086-1,hung.thai@siamcitycement.com,vn
Socket 1P - Gần búa Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-084-5,hung.thai@siamcitycement.com,vn
Socket 1P - Phòng máy nén khí Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-046,hung.thai@siamcitycement.com,vn
Socket 3P - Đỉnh Unburn bin,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-1,hung.thai@siamcitycement.com,vn
Socket 3P - Gần động cơ phụ Lò,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048,hung.thai@siamcitycement.com,vn
Socket 1P - Bánh răng lò hướng Ba Hòn,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-1,hung.thai@siamcitycement.com,vn
Tầng 2 PGNA,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PGNA-2,hung.thai@siamcitycement.com,vn
Trên cẩu ATS,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-ATS-CRANE,hung.thai@siamcitycement.com,vn
Palletizer 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE1-1,hung.thai@siamcitycement.com,vn
Palletizer 1 (Buộc Sling),Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE1-4,hung.thai@siamcitycement.com,vn
Cẩu bờ,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-SCN-TN,hung.thai@siamcitycement.com,vn
Sau container J52,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-SCN-J52-2,hung.thai@siamcitycement.com,vn
Trên Silo 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-SILO-3,hung.thai@siamcitycement.com,vn
Kiln Shutdown,PRDUCTION,Tủ nguồn 3 pha (380V),,socket,honc,vietnam,HONC-PRD-TN3P-01,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-05,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-06,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-08,hung.thai@siamcitycement.com,vn
khu silo xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-14,hung.thai@siamcitycement.com,vn
Cooling tower,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-03,hung.thai@siamcitycement.com,vn
Cooling tower,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-04,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-13,hung.thai@siamcitycement.com,vn
trạm điện 110kv,Electrical,Tủ socket,,socket,honc,vietnam,HONC-110kv-01,hung.thai@siamcitycement.com,vn
Main workshop,Electrical,Tủ socket,,socket,honc,vietnam,HONC-Main-workshop-01,hung.thai@siamcitycement.com,vn
Main workshop,Electrical,Tủ socket,,socket,honc,vietnam,HONC-Main-workshop-03,hung.thai@siamcitycement.com,vn
Main workshop,Electrical,Tủ socket,,socket,honc,vietnam,HONC-Main-workshop-04,hung.thai@siamcitycement.com,vn
Khu tháp tiên nung tầng 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-053,hung.thai@siamcitycement.com,vn
Sockets center in cyclon/hot air generator,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-047-1,hung.thai@siamcitycement.com,vn
Sockets center in cyclon,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-042-3,hung.thai@siamcitycement.com,vn
Sockets center in cyclon,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-042-4,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 7 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-057,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 5 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-048-2,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 5 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-048-3,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 4 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-048-5,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 3 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-048-8,hung.thai@siamcitycement.com,vn
Socket 3P - Cooler hướng Bình An,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-1,hung.thai@siamcitycement.com,vn
Socket 1P máy phát điện lò,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-043-SO-W21,hung.thai@siamcitycement.com,vn
Socket 3P - Đỉnh 421-BF1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-059-2,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-085,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-2,hung.thai@siamcitycement.com,vn
Socket 3P - Gần búa Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-084-3,hung.thai@siamcitycement.com,vn
Socket 1P - Bệ lò số 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-6,hung.thai@siamcitycement.com,vn
Socket 1P - Bệ lò số 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-7,hung.thai@siamcitycement.com,vn
Trên Reclaimer đá vôi,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PREBED-RECLAIMER,hung.thai@siamcitycement.com,vn
Palletizer 1 (Vách kho ),Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE1-5,hung.thai@siamcitycement.com,vn
Palletizer 2 (Buộc Sling),Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE2-2,hung.thai@siamcitycement.com,vn
Tầng 4 Packing plant,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PK-4F-1,hung.thai@siamcitycement.com,vn
Tầng 3 Packing plant,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PK-3F,hung.thai@siamcitycement.com,vn
Gần Packer 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PACKER-1-1,hung.thai@siamcitycement.com,vn
Kiln Shutdown,PRDUCTION,Tủ nguồn 3 pha (380V),,socket,honc,vietnam,HONC-PRD-TN3P-04,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-02,hung.thai@siamcitycement.com,vn
khu máy nghiền xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-07,hung.thai@siamcitycement.com,vn
khu silo xi măng,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-15,hung.thai@siamcitycement.com,vn
khu phểu thạch cao,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-17,hung.thai@siamcitycement.com,vn
khu nhà trung chuyển,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-18,hung.thai@siamcitycement.com,vn
Cooling tower,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-01,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-09,hung.thai@siamcitycement.com,vn
khu vực AQC,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-18,hung.thai@siamcitycement.com,vn
khu vực SP boiler,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-19,hung.thai@siamcitycement.com,vn
khu máy nghiền than,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-LP1-1N1-037-1,hung.thai@siamcitycement.com,vn
Sockets center in cyclon/hot air generator,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-047,hung.thai@siamcitycement.com,vn
Sockets center in Mill feed building and RM,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-046,hung.thai@siamcitycement.com,vn
khu nhà trung chuyển,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-5P1-1N1-18,hung.thai@siamcitycement.com,vn
khu nhà trung chuyển,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-5P1-1N1-19,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 8 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-058,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 6 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-055-1,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 5 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-048-4,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 3 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-052,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 2 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-049,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 2 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-052,hung.thai@siamcitycement.com,vn
Socket 3P - Đáy silo bột sống,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-049,hung.thai@siamcitycement.com,vn
Socket 1P bệ 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-012-LI-W21,hung.thai@siamcitycement.com,vn
Socket 3P - Chân quạt 441-FN1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-059-1,hung.thai@siamcitycement.com,vn
Socket 3P - Gần béc đốt chính,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P-1N2-050,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-082,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-086,hung.thai@siamcitycement.com,vn
Socket 3P - Gần 481-BF1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-3,hung.thai@siamcitycement.com,vn
Socket 1P - Bánh răng lò hướng Bình An,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-7,hung.thai@siamcitycement.com,vn
Socket 1P - Bệ lò số 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-3,hung.thai@siamcitycement.com,vn
Tầng 1 PGNA,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PGNA-1,hung.thai@siamcitycement.com,vn
Palletizer 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE1-2,hung.thai@siamcitycement.com,vn
Palletizer 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE1-3,hung.thai@siamcitycement.com,vn
Dưới hopper J52,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-SCN-J52-1,hung.thai@siamcitycement.com,vn
Gần Packer 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PACKER-3,hung.thai@siamcitycement.com,vn
Trệt Packing plant,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PK-GROUND-1,hung.thai@siamcitycement.com,vn
Trệt Packing plant,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PK-GROUND-2,hung.thai@siamcitycement.com,vn
Cầu thang trên Packer 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PACKER-1-3,hung.thai@siamcitycement.com,vn
Kiln Shutdown,PRDUCTION,Tủ nguồn 3 pha (380V),,socket,honc,vietnam,HONC-PRD-TN3P-02,hung.thai@siamcitycement.com,vn
Đáy silo clinker,PRODUCTION,Tủ Socket,,socket,honc,vietnam,HONC-5P1-1N1-12,hung.thai@siamcitycement.com,vn
Cooling tower,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-02,hung.thai@siamcitycement.com,vn
Cooling tower,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-05,hung.thai@siamcitycement.com,vn
